阅读,评论,标题,最后更新
174,0,尘归尘，土归土,05-17 11:57
195,2,股价长期破发行价，这边又在考虑增发，哎。市场啊,05-17 09:48
121,0,还好70元没买它，股市陷井太多，看来不能参与。,05-17 11:31
345,8,压低价格特定增发,05-16 07:00
938,9,百诚医药:301096百诚医药投资者关系管理信息2024-005,05-16 05:47
145,0,楼老太整天不想股价涨上发行价，只想增发圈钱，这公司算不算垃圾？,05-17 10:55
122,0,坑货一枚,05-17 10:53
156,1,为什么卖了就开始跌了？,05-17 09:48
134,0,任何时候抛掉都是对的，没有最低只有更低,05-17 09:49
114,0,百诚医药：融资净偿还475.86万元，融资余额1.7亿元（05-16）,05-17 09:12
184,1,百诚医药05月16日被深股通减持13.14万股,05-17 05:47
365,1,百诚医药:北京海润天睿律师事务所关于杭州百诚医药科技股份有限公司2023年年度股东大会的法律意见书,05-16 06:44
504,0,百诚医药:2023年年度股东大会决议公告,05-16 06:44
129,0,我还没割肉，仔继续砸啊[摊手][摊手][摊手][摊手],05-16 11:10
126,0,高价股没市场的,05-16 10:47
113,0,要炼九连阴仙丹,05-16 10:46
149,0,看到连跌那么多天我就知道了，里面散户一跌一个不吱声，应该还能抗住的吧[奸笑],05-16 10:42
113,0,没有最低只有更低[大笑],05-16 10:37
167,1,不懂就问，公司本质是个好公司，一直这么跌，这不是让散户捡便宜的筹码了吗？,05-16 09:45
111,0,百诚医药：融资净买入889.81万元，融资余额1.74亿元（05-15）,05-16 09:12
100,0,百诚医药:301096百诚医药投资者关系管理信息2024-005,05-16 12:00
161,0,抱着梦想炒股是行不通的。,05-15 03:17
97,0,那么多的未分配利润 不分红 哪里去了 被挪用了吧,05-15 02:07
152,0,差不多了，我已经接套了[怒][怒][怒][怒],05-15 11:21
147,0,哈哈，放量大跌啊,05-17 10:46
233,2,制度设计上，对于增不增发应该完全由中小投资者投票决定，控股股东应该回避投票。,05-17 09:50
168,0,去年，前年的这个时候都已分红了，怎么今年的分红时间迟迟不公布？！[得意][得意],05-16 10:26
166,1,这就止跌了？！我还准备你再跌半个月呢！,05-16 03:14
117,0,股票走的太好了，今天高管出来露脸！,05-16 10:18
110,0,股票走的太好了，今天高管出来露脸,05-16 10:17
280,4,为了得到1650元的分红，亏了我十几个点，又一次分红赌输了！唉！好难过！[哭][,05-15 06:19
173,2,每一天的最低价都是第二天不可逾越的鸿沟。每天的收盘价都赶不上头一天的最低价！,05-15 02:15
118,0,每一天的最低价都是第二天不可逾越的鸿沟。每天的收盘价都赶不上头一天的最低价,05-15 02:15
133,0,今天整个CRO板块跌幅第一，牛逼,05-15 11:15
116,1,年报是下跌的发令枪,05-15 10:21
588,3,百诚医药(301096)：业绩符合预期 新签维持高增长,05-14 04:57
114,0,小单拉，大单出,05-15 11:05
139,2,明天开会，还这么跌，有点过分了啊,05-15 10:36
117,0,这支票什么时候跑都不晚，没有最低只有更低[大笑],05-15 10:29
108,0,回调6周，跌了两个月，你嘛！,05-15 10:22
96,0,60再相聚,05-15 10:15
126,0,百诚医药05月14日被深股通减持11.52万股,05-15 10:02
142,0,百诚医药：融资净买入2598.22万元，创近一年新高（05-14）,05-15 09:07
156,0,资金在CRO行业里弃高入低，百城大概率继续杀估值,05-15 12:40
181,0,今天股价接近年线上方获得止跌。不出意外，明天股价将进入回升修复阶段，本周大概率能,05-14 10:06
98,0,有量不好啊，谁在卖？,05-14 09:13
156,2,年线附近满上了，赌一下。,05-14 03:09
131,0,啥也不是，当时发行价太高了，到现在市盈率还不低，没有被炒的空间，还好业绩还可以，,05-14 02:25
71,0,出货坚决,05-14 02:08
110,0,关注000028,05-14 01:43
123,0,该公司内部不会出什么问题吧,05-14 01:41
204,1,长江证券维持百诚医药买入评级 预计2024年净利润同比增长34.21%,05-14 10:49
204,1,药明如果在海外没有了财路，回来在国内市场内卷，百诚等小公司连喝汤都难了,05-14 09:52
376,0,百诚医药：2023年业绩及订单快速增长，自研项目步入收获期，兴业证券维持“增持”评级,05-13 09:48
276,7,小五浪调整，今天收个下影线会更好看,05-13 02:41
78,0,百诚医药：融资净偿还412.15万元，融资余额1.39亿元（05-13）,05-14 09:11
120,0,百诚医药05月13日被深股通减持12.69万股,05-14 05:16
155,0,看这样子，没有支撑跌得可能性大一点,05-13 06:54
490,2,百诚医药：完成全产业链布局之后，发力CDMO能否打开想象空间？,05-13 04:02
156,0,都卖了吗？我明天要抄底了呀[色][色][色],05-13 02:56
413,2,百诚医药：全资子公司获得药物临床试验批准通知书,05-12 04:40
73,0,60以下在考虑,05-13 02:20
127,0,没有主动买盘，近期不会上涨,05-13 01:10
292,0,百诚医药：子公司收到BIOS2207药品临床试验批准通知书,05-13 10:39
64,0,不要怪在这做差价，因为你太弱了，弱吉,05-13 10:35
121,0,60日均线变成压力线,05-13 10:35
73,0,百诚医药：融资净买入1127.58万元，融资余额1.44亿元（05-10）,05-13 09:07
538,2,百诚医药:关于BIOS2207获得临床试验批准通知书的公告,05-12 04:18
153,0,真心希望你的股价能与你的人气榜相匹配！[兴奋][兴奋][兴奋],05-12 10:01
113,0,希望你的股价能与人气榜相匹配！[得意][得意][得意],05-12 10:00
113,0,明天开盘即全仓干！下周不知能否涨20个点[得意][得意],05-12 09:56
83,0,明天开盘加满仓，1周内不知有20个点获利没有？,05-12 09:55
92,0,你个臭股，难道你公司是研发毒药的，出个获得临床药都要来个三个月以来的最大跌幅贺下,05-12 08:29
483,2,百诚医药BIOS2207获得临床试验批准通知书,05-12 05:37
123,1,保守估计还得跌半个月,05-12 07:49
311,1,美国生物安全法案通过，药明系为了生存，开始卷国内市场。会发生什么事情[想一下][,05-10 11:08
883,0,百诚医药：子公司收到BIOS2207药品临床试验批准通知书,05-12 04:51
322,0,百诚医药(301096.SZ)：BIOS2207获得临床试验批准通知书,05-12 04:40
268,0,百诚医药(301096.SZ)自主研发的BIOS2207药品获得临床试验批准通,05-12 04:35
75,0,百诚医药本周融资净偿还1245.06万元，居医疗服务板块第六,05-12 03:07
78,0,百诚医药本周深股通持股市值增加2796.44万元，居医疗服务板块第六,05-12 02:12
138,0,我是被外资骗进来的,05-11 03:39
228,0,财通证券维持百诚医药增持评级 预计2024年净利润同比增长39.36%,05-11 12:59
204,2,昨天发帖质疑是不财务造假，被秒删，就知道有问题,05-10 02:33
208,0,百诚医药05月10日获深股通增持8.97万股,05-11 05:15
699,13,就是没有人提现金流 应收账款的事 公司一年内需还债7亿 还有啥子利润大笑,05-07 12:28
163,1,财务造假了吗,05-10 02:43
376,1,百诚医药:关于开立募集资金现金管理专用结算账户的公告,05-10 04:25
220,2,庄股碰不得啊，渣渣都不给的,05-10 02:52
176,0,常说人有渣人，此股就是渣股,05-10 03:29
98,0,蹦了啊,05-10 02:44
155,0,怎么有这么垃圾的股啊,05-10 02:42
146,0,百诚医药5月10日盘中跌幅达5%,05-10 02:30
105,0,压,05-10 02:10
214,0,什么意思，我清仓了，你就这样跌？一点钱都不肯让我亏是吧？,05-10 01:48
101,1,哈哈,05-10 11:22
344,6,65.5补仓1500股,04-23 10:22
155,0,到60元加仓30万，到40元全仓你[大笑][大笑]，前提你不暴雷,05-10 01:32
135,0,510勇敢杀入，主动买套,05-10 01:32
76,0,继续杀杀杀,05-10 01:29
72,0,狠庄啊,05-10 11:26
112,0,到底谁在赚钱啊，这股市服了[捂脸],05-10 09:50
115,0,恭喜发财！今天是周末，祝大家周末愉快！,05-10 09:21
77,0,百诚医药：融资净买入159.72万元，融资余额1.32亿元（05-09）,05-10 09:01
