阅读,评论,标题,最后更新
178,1,5.91支撑位,05-14 04:20
199,1,5.5附近看支撑，起不来就废了,05-15 05:45
212,3,5.79买一点,05-15 02:37
227,2,一直跌，关键是每天尾盘杀跌,05-15 03:52
98,0,丢人丢到北大了………………太丢人啦！！！！！！,05-15 05:11
154,1,我今天上午卖了，下午又买回来了，突然后悔了，估计回本的路越来越难了,05-15 03:05
104,0,还不跑,05-15 03:05
192,0,牛短熊长，只能买涨，阴跌很可怕。止损了,05-15 02:50
167,0,只知道就清仓了，留了一手在里面看得我难受,05-15 02:48
431,6,割肉了，明天敢跌我就接回来，涨了我认栽，各位发财！,05-14 05:06
126,0,哈哈哈经常出现一两手的买卖,05-15 01:47
94,0,集合竟价在那里看谢谢,05-15 01:34
124,0,东方财富,05-15 01:30
105,0,多亏换了地产股,05-15 01:29
110,1,A杀至4元左右，立贴为证。,05-15 10:28
139,1,废柴就是废柴，想套牢老子，你是想多了，还想用上次的把戏，故技重施？手段及其低劣，,05-15 10:27
194,2,今天是下跌中继,05-14 02:56
130,0,这股是不是缺爹！,05-15 10:20
132,0,真没见过这么没出息的！一分钱一分钱的玩！,05-15 10:19
82,0,今天凶多吉少了,05-15 10:18
85,0,业绩有造假嫌疑中报大幅下降,05-15 10:18
95,0,l垃圾哪个板块跌就是哪个板块,05-15 10:16
153,1,不增不减，还是保持昨日的策略，5.7买，6.1卖。不知道庄家大哥会不会拉开幅度。,05-15 09:17
200,0,公司没有新品获批吗？,05-14 09:34
169,0,深不可测不跑渣渣都不剩,05-14 04:19
359,3,4月25日30日两个诡异的缺口都没补，庄要干啥大家都明白了吧,05-09 06:07
100,0,哈哈哈哈哈………………垃圾到家啦……………………丢人丢人………………………………,05-14 02:49
93,0,没有流动性。真的只有撤退了。这行情没量就是垃圾,05-14 02:45
115,1,小心A字杀,05-14 02:23
129,0,谢谢有被恶心到,05-14 02:05
216,3,没有成交了还这么压,05-14 01:26
110,1,压的喘不过气来,05-14 01:25
136,0,每天都是尾盘出货,05-14 02:17
75,0,出货了,05-14 02:07
85,0,把钱想疯了追高杀进来了,05-14 01:48
186,1,应该改名叫“合成生物”！,05-14 11:19
91,2,业绩造假？,05-14 10:54
89,1,跌回5.08逢 低建仓,05-14 09:37
227,4,北大医药如此响亮名字，业绩又成倍增长，庄家没长眼睛吗？,05-14 10:09
81,0,无量反抽，留下的发财,05-14 11:16
128,1,超大0单，都不想玩呗,05-14 10:45
58,0,工程板块,05-14 10:52
1472,3,其前身为始建于1965年的西南合成制药厂，1997年于深圳证券交易所成功上市，2,03-14 11:08
135,3,上行6块1，下探5块7，严格执行今天的买卖点。,05-14 09:18
158,1,10日线都没破，你们在怕什么,05-14 12:25
79,0,散户想涨，主力不允许,05-14 10:05
60,0,资金流出，没人玩。6块压着。呵呵。。没戏咯。。垃圾票,05-14 09:48
48,0,不成气候,05-14 09:29
65,0,拿你一次赔一次,05-14 09:23
59,0,趋势是向下的,05-14 09:20
105,0,买了点，看看北大究竟怎么样。,05-14 01:25
267,1,明天看速度，哥928核按钮。国内最早合成生物企业叠加超级硬核团队合作,05-13 09:18
120,1,好像跌了3天了吧，有追高进来的吗？还能回本吗,05-13 07:46
149,2,这货还有戏吗？,05-13 08:37
831,7,000788，今天已经回踩缺口，明天能否有所表现？,05-13 04:01
86,0,还有戏吗？,05-13 08:37
268,5,明天涨停放量，后天开启一字连板过10元,05-13 06:14
136,2,观察好久了[呲牙]这吧里高手云集。我一句话都敢说。,05-13 07:25
106,1,上引线这么长，怕是没戏咯,05-13 10:08
251,6,再向下跌成5.89呀，我就买了,05-13 02:19
125,1,如果还叫之前的合成医药，这次炒作必是龙一：翻几番,05-13 12:05
244,5,老师说要回补缺口,05-13 02:19
249,8,5块95买了6万股，涨到6块10就卖出,05-13 09:30
125,2,5.93收盘,05-13 02:47
105,0,不到5.3坚决不入场,05-13 04:00
78,1,，清仓跑路了，小赔2个点，看样子涨上去有点费劲，尾盘换股。,05-13 02:34
66,0,真的是垃圾，涨的时候不跟合成生物，调整了来跟风了,05-13 02:37
92,2,这个主力很着急出货涨一分都要大单压不排除到5.10,05-13 01:48
145,0,股价与业绩的相关性何在,05-13 02:30
59,0,不听老人言吃亏在眼前,05-13 02:26
107,0,真的。莱茵生物是三天前涨停的。今天又涨停了。你呢三天前冲个涨停掉下来。已,05-13 01:59
89,2,又是托单出货走势,05-13 01:23
98,1,医药生物涨上天啦，明天回调，北大跌停,05-13 12:25
182,7,量跟不上，主力得上量才行啊,05-10 10:52
88,0,为什么能有“央企改革”属性！,05-13 12:57
403,3,12月份的开足马力造就了一季度度优秀业绩，5月份的加班加点会让半年报更加亮眼！拭,05-13 11:57
83,0,这货出啥事了吗？怎么几天都在出货。,05-13 11:15
52,0,此股已死，垃圾,05-13 11:15
122,2,叫什么北大医药，还是改回合成医药的名字吧！,05-13 10:50
68,0,好在我的科安达封这个食西北风,05-13 10:57
554,1,看在平安健康的名号下，试着买了点,05-11 04:40
68,0,买买买，看好医药,05-13 10:27
102,3,看看鲁抗再看看这个拉几，真的是失望透顶,05-13 09:40
199,1,医药板块王者归来，中期看到9.71,05-12 10:54
85,1,快拉涨停,05-13 09:48
75,0,挑了好几只医药股。鲁抗医药双成药业。偏偏买了,05-13 10:06
43,0,完了,05-13 10:05
48,0,太差劲了，跑了,05-13 10:04
50,0,医药股大涨，北大医药对不起北大两字………………丢人丢人………………,05-13 09:49
48,0,这垃圾货再这史样全扔掉你,05-13 09:49
50,0,搞起来,05-13 09:47
45,0,鲁抗又涨停,05-13 09:42
68,0,今天是涨是跌？时刻盯盘，伺机而动,05-13 09:17
229,3,热闹了没几天，突然静悄悄……,05-12 09:57
279,1,龙头都翻倍开跌了，还有唱这个跟班涨停的，真有意思，假的不能再假了,05-11 03:03
283,1,今年元月十一6.94买入鲁抗医药第一个板出来的。守了四个月赚了几个点！,05-11 03:04
1270,2,北大医药(000788.SZ)：主要从事化学药品制剂的研发、生产和销售以及医药流通等业务,03-21 06:28
477,3,你可能赌对了，周一有涨停一字板可能！,05-11 09:20
402,6,今天尾盘加仓，赌礼拜一高开,05-10 09:54
238,2,有缺必补，2个缺口，就看什么时候补了。,05-11 06:49
166,2,一季度赚的钱都快赶上以前一年了，股价反而比去年还低,05-10 02:35
243,1,这个什么意思？,05-11 06:40
319,3,集合竞价4万股，应该会599成交。打算明天一早上就卖出,05-10 02:59
253,0,跑吧，照单全收！,05-10 11:07
420,5,昨天4.37卖了,04-30 02:22
207,2,下来5.5我接盘。,05-10 08:57
188,2,主力今天出货了,05-10 09:14
341,3,发现北大的股吧有一个奇怪现象，升一二天就大批人出来唱高，跃一二天又出现一大批人出,05-10 03:54
163,0,这货有合成生物吗？它的股东不是西南合成医药公司吗,05-10 08:53
1693,6,今天把房地产服务和房地产开发都走了，早盘入场了化学制药和中药。,04-30 08:46
