阅读,评论,标题,最后更新
118,0,之前是员工和资本减持，这都是正常现象，但这次解禁的是实控人和两兄弟，这涉及到自己,1900-05-28
111,0,东鹏只能给30块，真不能更多了[大笑][大笑],1900-05-28
110,0,总市值相当于一半的伊利，比蒙牛还高不少，这真的有点离谱。,1900-05-28
108,0,大家不要去接盘，一一旦被套这辈子都很难解套,1900-05-28
101,2,建议公八司来个10送20连续两年把股价压在20/30元，这样起码可以割多好几倍的,1900-05-28
92,1,154一233这段80元涨幅，注意变盘风险。五粮液，泸州老窖，舍得酒，上涨滞重，,1900-05-28
86,0,人云亦云，在利益面前没有底线！资本都是逐利的。分红结束，由于个人资金需要的减持披,1900-05-28
82,0,上市公司的业绩不是公司经营的成果而是大股东及管理层的需要，想多少就多少,1900-05-28
76,0,要减持了，来几个跌停看看。,1900-05-28
70,0,抖音一个说车这个还是翻两倍他的粉丝疯狂的买入是不是叫来接盘啊,1900-05-28
64,0,现在是不好意思跌，平稳了好跌,1900-05-28
54,0,东鹏饮料：融资净买入45.58万元，融资余额8397.36万元（05-27）,1900-05-28
9525,12,“功能饮料第一股”东鹏饮料超500亿市值限售股解禁 去年14位重要股东都在减持,1900-05-27
3109,9,786.44亿元市值限售股今日解禁 东鹏饮料解禁市值534.44亿元居首,1900-05-27
1262,5,东鹏饮料:东鹏饮料(集团)股份有限公司拟关于持股5%以上股东减持至5%的权益变动提示性公告,1900-05-27
932,0,下周一34股解禁 东鹏饮料、浙江新能解禁市值居前,1900-05-27
509,3,东鹏饮料2.41亿股534亿市值限售股解禁 解禁比例超60%,1900-05-27
411,1,东鹏饮料(605499.SH)股东君正投资大宗交易减持29.53万股 持股降至5%,1900-05-27
319,0,东鹏饮料:东鹏饮料简式权益变动报告书【君正投资】,1900-05-27
300,0,东鹏饮料解禁2.41亿股 市值534.44亿元,1900-05-27
272,1,“功能饮料第一股”东鹏饮料超500亿市值限售股解禁，去年14位重要股东都在减持,1900-05-27
211,5,稍微有点脑子的都应该要远离了。抛开它的巨量解禁不说，它现在的股价已经没有了投资价,1900-05-27
180,3,公司股东减持到公募基金接手期间不会有太大的波动。真正漫长阴跌的开始是从散户接盘正,1900-05-27
119,0,没想到东鹏饮料居然能到万亿市值，想不到,1900-05-27
109,1,解禁也涨，不服也得扶[赞][赞][赞][赞][赞],1900-05-27
108,0,快跑吧这段时间的拉伸就是为了大股东限售解禁减持做准备的,1900-05-27
106,2,这是关系董事长对公司掌控权的问题，不可能减持的，小空子们看着吧,1900-05-27
102,1,终将会一地鸡毛,1900-05-27
91,1,历史高位不减持是,1900-05-27
86,1,大解禁不跌，牛逼公司,1900-05-27
82,0,三十倍市盈率，大股东蠢蠢欲动，这捡的钱，落袋为安。,1900-05-27
80,2,祝你平安！,1900-05-27
79,0,不是公墓接盘，正常人会这样高的价格去买股票哇，要么就是超幕的资金,1900-05-27
76,0,张开血盆大口,1900-05-27
75,0,假北向捣鼓，每天揉搓机械线，没人上钩，很难受吧,1900-05-27
75,0,市值80亿都嫌贵,1900-05-27
71,0,我不认为董事长会为了这点蝇头小利就减持退出 林总是个有魄力的人,1900-05-27
69,0,大股东根本不缺钱，公司发展势头这么猛，营收现在已经破百亿了，而且妥妥的现金奶牛，,1900-05-27
59,0,这数，888，222，减持新规落地之日，功能饮料调整之时。长阴将至，注意安全。透,1900-05-27
50,0,泡沫很大,1900-05-27
99,0,这饼，可真大丫,1900-05-26
96,0,这种不是公墓接盘，难道这样都还看不出来不算的话，那就真没有了，高价发行，高价分，,1900-05-26
91,0,大股东明天卖股票发财了,1900-05-26
82,0,明天就让你们知道厉害[愉快],1900-05-26
76,0,拉这么高，就是为了给大股东解禁套现的,1900-05-26
76,0,只要小散不买，让券商和基金干瞪眼。,1900-05-26
69,0,都迫不及待了,1900-05-26
65,0,要我解禁这么多，不先砸为敬都对不起各位这么捧。,1900-05-26
25293,40,下周解禁市值近千亿 饮料巨头解禁超500亿元,1900-05-25
426,0,从轮胎到医院、饮料，玲珑集团隆起大健康板块,1900-05-25
277,0,“鹏”勃桃源，“骑”妙六一——南山区桃源街道开展爱心公益活动,1900-05-25
188,4,"对潮汕籍的上市公司大家要当心哟，康美，柏堡龙，鸿达兴业，星辉娱乐,安奈儿…",1900-05-25
133,2,减持后业绩立刻变脸。股价高的离普，股百分之八十在大股东手里，每股一元。,1900-05-25
124,1,减持后业绩立刻变脸。股价高的离普，股百分之八十在大股东手里，每股一元。,1900-05-25
118,0,可口可乐都百年老牌了股价才62美金，东鹏饮料股价32人民币才合理,1900-05-25
110,0,拉这么高迎接减持，服了[想一下],1900-05-25
108,0,将来此企业卖给国外，警惕饮料行业大洗牌，关呼百姓健康。,1900-05-25
107,0,为什么这么多人唱空,1900-05-25
98,0,解禁就是结束！发套了,1900-05-25
94,0,东鹏饮料：融资净偿还107.23万元，融资余额8351.78万元（05-24）,1900-05-25
93,1,股东发财了，早卖早点享受，不在乎价格了，利润可以了，30+的市盈率已经提前透支了,1900-05-25
93,0,222真的是在诅咒222,1900-05-25
91,0,等我出来就退市,1900-05-25
86,0,减持后业绩立刻变脸。股价高的离普，股份百分之八十在大股东手里，每股一元。,1900-05-25
79,0,才买,1900-05-25
2113,3,沪深两市5月24日49只个股发生65笔大宗交易 共成交6.73亿元,1900-05-24
209,0,大家对大解禁不必过度恐慌，分红不达标，董监高不能随便减持股份，大家学习一下减持新,1900-05-24
187,0,大宗交易：东鹏饮料成交6313.29万元，折价3.70%（05-24）,1900-05-24
122,2,长阴将至！久盘必跌！2.407亿大限，别侥幸，敬畏之心！,1900-05-24
121,0,看到超市有一款能量饮料叫猎兽的产品，500毫升售价3.5元比东鹏特饮还便宜，会不,1900-05-24
88,2,十三这老兄还坚守在……,1900-05-24
87,0,东鹏饮料：融资净买入82.13万元，融资余额8459.01万元（05-23）,1900-05-24
241,0,从产品到渠道全面发力，东鹏饮料品牌价值一路狂飙,1900-05-23
198,0,请问公司，东鹏特饮功效成分及含量里，为啥不标注含钠多少，标示含钠量多少，可以提升,1900-05-23
219,2,上市挺猛，结果拉太高扯到蛋了，出不了货[笑哭][笑哭][笑哭][笑哭][笑哭][,1900-05-22
461,8,解禁股是大股东林家的，光分红就够几辈子花的，减持是不可能减持的。[胜利],1900-05-21
257,3,从亏损到“双百亿”，让东鹏饮料走上逆袭巅峰的商业传奇——林木勤,1900-05-21
583,27,五月二十七日之前，我先撤了，祝你们好运。[微笑],1900-05-08
